,index,title,href,body,date
71,71,"SAHABAT GANJAR on Instagram: ""Gubernur Jawa Tengah Ganjar Pranowo ...",https://www.instagram.com/p/CpSbm_6JxGf/,"-1 Likes, 1 Comments - SAHABAT GANJAR (@sahabatganjar2024) on Instagram: ""Gubernur Jawa Tengah Ganjar Pranowo mengajak Forum OSIS Jawa Tengah mengikuti Musyawarah…""",3/1/2023
72,72,"Ganjar Maju Bersama Indonesia on Instagram: """"Tetap Ganjar yang menang ...",https://www.instagram.com/p/CpRTRRpJTsZ/,"120 Likes, 8 Comments - Ganjar Maju Bersama Indonesia (@ganjarmajubersamaindonesia) on Instagram: """"Tetap Ganjar yang menang. Dan, angkanya cukup tinggi,"" #ganjar #indonesia #ganjarpranowo…""",3/1/2023
73,73,"SAHABAT GANJAR on Instagram: ""KOMPETISI KEWIRAUSAHAAN GANJAR PRANOWO ...",https://www.instagram.com/p/CpUEIRkr4Rx/,"267 Likes, 12 Comments - SAHABAT GANJAR (@sahabatganjar2024) on Instagram: ""KOMPETISI KEWIRAUSAHAAN GANJAR PRANOWO !!! Dalam rangka ""Pembentukan Karakter Generasi Muda Dalam…""",3/2/2023
74,74,"SAHABAT GANJAR on Instagram: ""Gubernur Jawa Tengah Ganjar Pranowo ...",https://www.instagram.com/p/CpSbm_6JxGf/,"-1 Likes, 1 Comments - SAHABAT GANJAR (@sahabatganjar2024) on Instagram: ""Gubernur Jawa Tengah Ganjar Pranowo mengajak Forum OSIS Jawa Tengah mengikuti Musyawarah…""",3/2/2023
75,75,"Ganjar Maju Bersama Indonesia on Instagram: """"Tetap Ganjar yang menang ...",https://www.instagram.com/p/CpRTRRpJTsZ/,"120 Likes, 8 Comments - Ganjar Maju Bersama Indonesia (@ganjarmajubersamaindonesia) on Instagram: """"Tetap Ganjar yang menang. Dan, angkanya cukup tinggi,"" #ganjar #indonesia #ganjarpranowo…""",3/2/2023
76,76,"SAHABAT GANJAR on Instagram: ""KOMPETISI KEWIRAUSAHAAN GANJAR PRANOWO ...",https://www.instagram.com/p/CpUEIRkr4Rx/,"267 Likes, 12 Comments - SAHABAT GANJAR (@sahabatganjar2024) on Instagram: ""KOMPETISI KEWIRAUSAHAAN GANJAR PRANOWO !!! Dalam rangka ""Pembentukan Karakter Generasi Muda Dalam…""",3/3/2023
77,77,"SAHABAT GANJAR on Instagram: ""Bersama generasi muda, Sahabat Ganjar ...",https://www.instagram.com/p/CpXoQdAgNhz/,Omusku • Cinta Ini Milik Kita Dangdut Koplo,3/3/2023
78,78,"SAHABAT GANJAR on Instagram: ""Halo warga Kabupaten Kuningan! Mendekati ...",https://www.instagram.com/p/CpXYqVYgBMd/,"SAHABAT GANJAR (@sahabatganjar2024) on Instagram: ""Halo warga Kabupaten Kuningan! Mendekati tahun 2024, doa dan harapan yang disuarakan oleh masyar..."" SAHABAT GANJAR on Instagram: ""Halo warga Kabupaten Kuningan!",3/3/2023
79,79,"SAHABAT GANJAR on Instagram: ""Tanggul Sungai Dawe di Desa Payaman ...",https://www.instagram.com/p/CpWmobXLSaS/,"-1 Likes, 0 Comments - SAHABAT GANJAR (@sahabatganjar2024) on Instagram: ""Tanggul Sungai Dawe di Desa Payaman, Kecamatan Mejobo, Kabupaten Kudus, Jawa Tengah, jebol Pada…""",3/3/2023
80,80,"SAHABAT GANJAR on Instagram: ""Halo warga Kabupaten Kuningan! Mendekati ...",https://www.instagram.com/p/CpXYqVYgBMd/,"SAHABAT GANJAR (@sahabatganjar2024) on Instagram: ""Halo warga Kabupaten Kuningan! Mendekati tahun 2024, doa dan harapan yang disuarakan oleh masyar..."" SAHABAT GANJAR on Instagram: ""Halo warga Kabupaten Kuningan!",3/4/2023
81,81,"SAHABAT GANJAR on Instagram: ""Tanggul Sungai Dawe di Desa Payaman ...",https://www.instagram.com/p/CpWmobXLSaS/,"-1 Likes, 0 Comments - SAHABAT GANJAR (@sahabatganjar2024) on Instagram: ""Tanggul Sungai Dawe di Desa Payaman, Kecamatan Mejobo, Kabupaten Kudus, Jawa Tengah, jebol Pada…""",3/4/2023
82,82,"sahabatganjar2024 on Instagram: Bersama generasi muda, Sahabat Ganjar ...",https://www.instagram.com/p/CpXoQdAgNhz/,Omusku • Cinta Ini Milik Kita Dangdut Koplo,3/4/2023
83,83,"Editorial Kaltim on Instagram: ""Dari hasil metodologi pengumpulan data ...",https://www.instagram.com/p/CpcOZycLsvG/,"81 Likes, 22 Comments - Editorial Kaltim (@editorialkaltimcom) on Instagram: ""Dari hasil metodologi pengumpulan data dan metodologi data analisis Fenometer. Ganjar Pranowo…""",3/5/2023
84,84,"Editorial Kaltim on Instagram: ""Dari hasil metodologi pengumpulan data ...",https://www.instagram.com/p/CpcOZycLsvG/,"81 Likes, 22 Comments - Editorial Kaltim (@editorialkaltimcom) on Instagram: ""Dari hasil metodologi pengumpulan data dan metodologi data analisis Fenometer. Ganjar Pranowo…""",3/6/2023
85,85,"SAHABAT GANJAR on Instagram: ""Gubernur Jawa Tengah Ganjar Pranowo ...",https://www.instagram.com/p/CpxiLDNJ88t/,"Gubernur Jawa Tengah Ganjar Pranowo memimpin doa bersama tokoh agama dan penyuluh agama, untuk keselamatan dan kesehatan warga di sekitar Gunung Merapi, setelah terjadi erupsi. Ganjar masih memantau perkembangan situasi di sekitar Gunung Merapi. Saat ini, Merapi masih berstatus siaga, meskipun beberapa kali semburan awan panas masih muncul.",3/13/2023
86,86,"Ganjar Pranowo Presiden 2024 on Instagram: ""Repost @ganjarpranowobisa ...",https://www.instagram.com/p/CpwBsxkv7rn/,Repost @ganjarpranowobisa Duet Ganjar Pranowo dan Prabowo Subianto ramai dibicarakan seiring dengan semakin dekatnya Pilpres 2024. Ganjar dan Prabowo adalah dua tokoh yang populer di mata publik. Pengamat politik dari Saiful Mujani Research & Consulting (SMRC) Saidiman Ahmad mengatakan jika duet ini terjadi maka akan memiliki potensi menang yang tinggi.,3/13/2023
87,87,"Sahabat Ganjar Samarinda Official on Instagram: """"Dukungan Pemerintah ...",https://www.instagram.com/p/Cpx-j-xB1Rk/,"10 Likes, 0 Comments - Sahabat Ganjar Samarinda Official (@sahabatganjar_samarinda) on Instagram: """"Dukungan Pemerintah Provinsi Jawa Tengah kepada pelaku usaha mikro kecil menengah (UMKM) semakin…""",3/13/2023
88,88,"Liputan6.com on Instagram: ""Dua tokoh yang mempunyai elektabilitas ...",https://www.instagram.com/p/CpwfdPMLDx8/,"12 Likes, 2 Comments - Liputan6.com (@liputan6) on Instagram: ""Dua tokoh yang mempunyai elektabilitas tinggi bertemu. Menteri Pertahanan Prabowo Subianto dan…""",3/13/2023
89,89,62fact on Instagram: PENJELASAN JOKOWI SOAL PERTEMUAN GANJAR DAN ...,https://www.instagram.com/p/CpxPTHjgzbb/,62fact • Original audio,3/13/2023
90,90,"SAHABAT GANJAR on Instagram: ""Indonesia memiliki beragam budaya yang ...",https://www.instagram.com/p/Cpwh3tZLSrL/,"16 Likes, 1 Comments - SAHABAT GANJAR (@sahabatganjar2024) on Instagram: ""Indonesia memiliki beragam budaya yang menjadi daya tarik tersendiri. Mari kita mengenal serta…""",3/13/2023
91,91,"SAHABAT GANJAR on Instagram: ""Gubernur Jawa Tengah Ganjar Pranowo ...",https://www.instagram.com/p/CpxiLDNJ88t/,"Gubernur Jawa Tengah Ganjar Pranowo memimpin doa bersama tokoh agama dan penyuluh agama, untuk keselamatan dan kesehatan warga di sekitar Gunung Merapi, setelah terjadi erupsi. Ganjar masih memantau perkembangan situasi di sekitar Gunung Merapi. Saat ini, Merapi masih berstatus siaga, meskipun beberapa kali semburan awan panas masih muncul.",3/14/2023
92,92,"Ganjar Pranowo Presiden 2024 on Instagram: ""Repost @ganjarpranowobisa ...",https://www.instagram.com/p/CpwBsxkv7rn/,Repost @ganjarpranowobisa Duet Ganjar Pranowo dan Prabowo Subianto ramai dibicarakan seiring dengan semakin dekatnya Pilpres 2024. Ganjar dan Prabowo adalah dua tokoh yang populer di mata publik. Pengamat politik dari Saiful Mujani Research & Consulting (SMRC) Saidiman Ahmad mengatakan jika duet ini terjadi maka akan memiliki potensi menang yang tinggi.,3/14/2023
93,93,"Sahabat Ganjar Samarinda Official on Instagram: """"Dukungan Pemerintah ...",https://www.instagram.com/p/Cpx-j-xB1Rk/,"10 Likes, 0 Comments - Sahabat Ganjar Samarinda Official (@sahabatganjar_samarinda) on Instagram: """"Dukungan Pemerintah Provinsi Jawa Tengah kepada pelaku usaha mikro kecil menengah (UMKM) semakin…""",3/14/2023
94,94,"Liputan6.com on Instagram: ""Dua tokoh yang mempunyai elektabilitas ...",https://www.instagram.com/p/CpwfdPMLDx8/,"12 Likes, 2 Comments - Liputan6.com (@liputan6) on Instagram: ""Dua tokoh yang mempunyai elektabilitas tinggi bertemu. Menteri Pertahanan Prabowo Subianto dan…""",3/14/2023
95,95,62fact on Instagram: PENJELASAN JOKOWI SOAL PERTEMUAN GANJAR DAN ...,https://www.instagram.com/p/CpxPTHjgzbb/,62fact • Original audio,3/14/2023
96,96,"SAHABAT GANJAR on Instagram: ""Indonesia memiliki beragam budaya yang ...",https://www.instagram.com/p/Cpwh3tZLSrL/,"16 Likes, 1 Comments - SAHABAT GANJAR (@sahabatganjar2024) on Instagram: ""Indonesia memiliki beragam budaya yang menjadi daya tarik tersendiri. Mari kita mengenal serta…""",3/14/2023
97,97,"Zona Kupang on Instagram: ""Ganjar Pranowo masih menjadi sosok pemimpin ...",https://www.instagram.com/p/Cq-gu5qvmQO/,"0 Likes, 0 Comments - Zona Kupang (@kupangzone) on Instagram: ""Ganjar Pranowo masih menjadi sosok pemimpin teladan yang sangat merakyat! Tidak banyak omong dan ..."" Zona Kupang on Instagram: ""Ganjar Pranowo masih menjadi sosok pemimpin teladan yang sangat merakyat!",4/12/2023
98,98,"Total Politik on Instagram: ""Ketua DPP PDIP Aria Bima mengungkap arahan ...",https://www.instagram.com/p/Cq96nhrPbcl/,"1,213 Likes, 54 Comments - Total Politik (@totalpolitikcom) on Instagram: ""Ketua DPP PDIP Aria Bima mengungkap arahan Ketua Umum Megawati Soekarnoputri dalam rapat tertutup..."" Total Politik on Instagram: ""Ketua DPP PDIP Aria Bima mengungkap arahan Ketua Umum Megawati Soekarnoputri dalam rapat tertutup dengan seluruh anggota Fraksi PDIP di ...",4/13/2023
99,99,"Zona Kupang on Instagram: ""Ganjar Pranowo masih menjadi sosok pemimpin ...",https://www.instagram.com/p/Cq-gu5qvmQO/,"0 Likes, 0 Comments - Zona Kupang (@kupangzone) on Instagram: ""Ganjar Pranowo masih menjadi sosok pemimpin teladan yang sangat merakyat! Tidak banyak omong dan ..."" Zona Kupang on Instagram: ""Ganjar Pranowo masih menjadi sosok pemimpin teladan yang sangat merakyat!",4/13/2023
100,100,"Total Politik on Instagram: ""Ketua DPP PDIP Aria Bima mengungkap arahan ...",https://www.instagram.com/p/Cq96nhrPbcl/,"1,213 Likes, 54 Comments - Total Politik (@totalpolitikcom) on Instagram: ""Ketua DPP PDIP Aria Bima mengungkap arahan Ketua Umum Megawati Soekarnoputri dalam rapat tertutup..."" Total Politik on Instagram: ""Ketua DPP PDIP Aria Bima mengungkap arahan Ketua Umum Megawati Soekarnoputri dalam rapat tertutup dengan seluruh anggota Fraksi PDIP di ...",4/14/2023
101,101,"Elektabilitas Prabowo Kalah, Penculikan Aktifis Jadi Alasan Publik Tak ...",https://www.instagram.com/p/CrHcm1Bvu-W/,"0 likes, 1 comments - tanty (@tanty_hayar) on Instagram: ""Elektabilitas Prabowo Kalah, Penculikan Aktifis Jadi Alasan Publik Tak Percaya Saiful Mujani Res ...",4/16/2023
102,102,"siskae on Instagram: ""Survey Terbaru Ganjar Pranowo Ungguli Prabowo dan ...",https://www.instagram.com/p/CrHcmwCvYV8/,"0 likes, 0 comments - siskae (@siskae_kamrin) on Instagram: ""Survey Terbaru Ganjar Pranowo Ungguli Prabowo dan Anies Lembaga Saiful Mujani Research and Consu..."" siskae on Instagram: ""Survey Terbaru Ganjar Pranowo Ungguli Prabowo dan Anies Lembaga Saiful Mujani Research and Consulting (SMRC) merilis hasil survei terbaru terhadap elektabilitas ...",4/16/2023
103,103,"Parsaja ID on Instagram: ""Survei terbaru SMRC: Elektabilitas Ganjar ...",https://www.instagram.com/p/CrHzE8USyha/,"0 likes, 0 comments - Parsaja ID (@parsaja_id) on Instagram: ""Survei terbaru SMRC: Elektabilitas Ganjar Rebound, ungguli Prabowo - Anies""",4/16/2023
104,104,"tanty on Instagram: ""Elektabilitas Prabowo Kalah, Penculikan Aktifis ...",https://www.instagram.com/p/CrHcm1Bvu-W/,"0 likes, 1 comments - tanty (@tanty_hayar) on Instagram: ""Elektabilitas Prabowo Kalah, Penculikan Aktifis Jadi Alasan Publik Tak Percaya Saiful Mujani Res ...",4/17/2023
105,105,"siskae on Instagram: ""Survey Terbaru Ganjar Pranowo Ungguli Prabowo dan ...",https://www.instagram.com/p/CrHcmwCvYV8/,"0 likes, 0 comments - siskae (@siskae_kamrin) on Instagram: ""Survey Terbaru Ganjar Pranowo Ungguli Prabowo dan Anies Lembaga Saiful Mujani Research and Consu..."" siskae on Instagram: ""Survey Terbaru Ganjar Pranowo Ungguli Prabowo dan Anies Lembaga Saiful Mujani Research and Consulting (SMRC) merilis hasil survei terbaru terhadap elektabilitas ...",4/17/2023
106,106,"Parsaja ID on Instagram: ""Survei terbaru SMRC: Elektabilitas Ganjar ...",https://www.instagram.com/p/CrHzE8USyha/,"0 likes, 0 comments - Parsaja ID (@parsaja_id) on Instagram: ""Survei terbaru SMRC: Elektabilitas Ganjar Rebound, ungguli Prabowo - Anies""",4/17/2023
107,107,Jakarta - Sekretaris Jenderal PDI Perjuangan Hasto Kristiyanto ...,https://www.instagram.com/p/CrNvvpyvZli/,"April 19, 2023 - 0 likes, 0 comments - SURABAYA TV (@surabayatv.official) on Instagram: ""Jakarta - Sekretaris Jenderal PDI Perjuangan Hasto Kristiyanto menyatakan ...",4/18/2023
108,108,"Pemerintah Provinsi Lampung on Instagram: ""Bandar Lampung - Kadis ...",https://www.instagram.com/p/CciN0wrP2Ko/,"102 likes, 1 comments - Pemerintah Provinsi Lampung (@pemprov.lampung) on Instagram: ""Bandar Lampung - Kadis Kominfotik Provinsi Lampung, Ganjar Jationo, memimpin ...",4/18/2023
0,0,"Elektabilitas Ganjar Menurun, Ternyata Ini Sebabnya - Facebook",https://www.facebook.com/tvOneNews/videos/elektabilitas-ganjar-menurun-ternyata-ini-sebabnya-kabar-petang-tvone/1234934537396928/,"0 views, 0 likes, 0 loves, 0 comments, 0 shares, Facebook Watch Videos from tvOneNews: Hasil jajak pendapat Lembaga Survei Indonesia (LSI) terhadap tiga...",4/9/2023
1,1,"Elektabilitas Ganjar Menurun, Ternyata Ini Sebabnya - Facebook",https://www.facebook.com/tvOneNews/videos/elektabilitas-ganjar-menurun-ternyata-ini-sebabnya-kabar-petang-tvone/1234934537396928/,"0 views, 0 likes, 0 loves, 0 comments, 0 shares, Facebook Watch Videos from tvOneNews: Hasil jajak pendapat Lembaga Survei Indonesia (LSI) terhadap tiga...",4/10/2023
